,series_name,description,country,raw_category_name,director_name,actor_name
222,"Giấc Mộng Tây Du 3: Kỳ Ngộ Nữ Nhi Quốc, Dream Journey 3: The Land Of Many Perfumes","giấc mộng tây du 3 : kỳ ngộ nữ nhi quốc , dream journey 3 : the land of many perfumes cô nữ sinh mặc mặc ban đêm xông vào cấm địa , vô tình hồi tưởng lại trí nhớ kiếp trước của mình , chính là nữ vương nữ nhi quốc dạ tịch mặc . khi nữ nhi quốc bị diệt vong , lão tướng bắc minh trói hồn phách các nàng vào trong người bù nhìn , trở thành nhiếp hồn tộc , từ nay về sau không thể tiến vào luân hồi , chỉ có thể dựa vào hấp thu hồn phách của đàn ông để sống tiếp .",trung quốc,['hành động'],đàm tiêu,['other' 'phàn nhụy' 'trương thiên kỳ']
223,"Người Sắt, Iron Man","người sắt , iron man tony stark vừa là chủ tập đoàn công nghệ , vừa là một tay chơi kỳ dị . trong chuyến thị sát afghanistan , ông bị nhóm khủng bố bắt cóc . chúng đòi tony chế tạo thứ vũ khí hủy diệt để tấn công nước mỹ . nhận ra sự thật phũ phàng rằng , những vũ khí do mình chế tạo đang quay ngược lại tấn công chính mình , tony bắt tay chế tạo bộ giáp công nghệ cao . tẩu thoát khỏi nơi giam cầm , tony trở thành đại diện công lý dưới biệt danh người sắt . trong khi đó , người đồng sự trong tập đoàn stark âm mưu lật đổ tony . bộ phim mở ra câu chuyện trong tương lai về nhóm siêu anh hùng avenger khi tổ chức bí mật shield bắt đầu lộ diện . bộ phim khởi đầu cho vũ trụ điện ảnh marvel .",mỹ,"['hành động', 'viễn tưởng']",jon favreau,['jeff bridges' 'robert downey jr .' 'terrence howard']
224,"Xác Ướp, The Mummy","xác ướp , the mummy anh lính nick morton và nhà khảo cổ jennifer halsey tình cờ phát hiện ra hầm mộ của ahmanet - nàng công chúa bị ướp sống từ thời cổ đại . họ quyết định đưa chiếc quan tài chứa xác ướp ahmanet ra khỏi hầm mộ với mục đích nghiên cứu . nhưng không ngờ rằng hành động này đã vô tình giải phóng sức mạnh của ahmanet .",mỹ,"['phiêu lưu', 'hành động', 'tâm lý']",alex kurtzman,['other' 'tom cruise']
225,"Những Gã Trai Hư 2, Bad Boys II","những gã trai hư 2 , bad boys ii những bất đồng về quan điểm giữa marcus và mike lại tiếp tục dẫn đến những trận cãi vã . marcus đề nghị xin chuyển công tác để không phải gặp mike . tuy nhiên , một lần nữa họ lại buộc phải sát cánh với nhau trong phi vụ ngăn chặn một lượng thuốc lắc khổng lồ được tuồn vào thành phố . bad boys ii - những gã trai hư , phim những gã trai hư , xem phim những gã trai hư vietsub , phim những gã trai hư thuyết minh , phim hành động những gã trai hư , phim mỹ những gã trai hư vietsub , phim hài hước những gã trai hư thuyết minh , những gã trai hư phần 2",mỹ,"['hành động', 'hài hước']",michael bay,['other' 'will smith']
226,"Tuyệt Đỉnh Kung Fu, Kung Fu Hustle","tuyệt đỉnh kung fu , kung fu hustle trong xã hội hỗn loạn ở trung quốc những năm 1940 , băng đảng lưỡi búa khét tiếng nhẫn tâm , tàn ác . mọi rắc rối nảy sinh khi hai gã "" đầu đường xó chợ "" giả danh băng lưỡi búa đến để moi tiền người dân ở một làng nọ . nào ngờ , dân làng nơi đây lại toàn là cao thủ võ lâm . tuyệt đỉnh kung fu , phim tuyệt đỉnh kung fu , phim tuyệt đỉnh kung fu châu tinh trì , phim tuyệt đỉnh kung fu thuyết minh , phim tuyệt đỉnh kung fu vietsub , phim tuyệt đỉnh kung fu hd , xem phim tuyệt đỉnh kung fu",hồng kông,"['hài hước', 'hành động', 'hành động']",châu tinh trì,['châu tinh trì' 'huỳnh thánh y' 'other']
227,"Trân Châu Cảng, Pearl Harbor","trân châu cảng , pearl harbor một sáng chủ nhật yên bình tháng 12 ở vùng đảo hawaii bỗng nhiên tan vỡ , khi hạm đội bay của đế quốc nhật bất ngờ đột kích tiêu diệt hạm đội hải quân mỹ tại căn cứ trân châu cảng . sự kiện có thật trong lịch sử này là ký ức không bao giờ quên của những người may mắn sống sót sau ngày 7/12/1941 , đỉnh điểm của thế chiến thứ 2 . bộ phim trân châu cảng mà các bạn sắp xem là bản anh hùng ca về lòng quả cảm , về tình yêu và lòng ái quốc của những người lính trẻ giữa lằn ranh sự sống và cái chết trong sự kiện bi thương của chiến tranh . xuyên suốt bộ phim là mối tình trong sáng và mãnh liệt của cô y tá ( kate beckinsale ) với hai chàng phi công dũng cảm ( ben affleck và josh hartnett ) . bản anh hùng ca về lòng quả cảm , về tình yêu và lòng ái quốc .",mỹ,"['hành động', 'tâm lý']",michael bay,['ben affleck' 'josh hartnett' 'kate beckinsale' 'other']
228,"Sát Thủ John Wick 3: Chuẩn Bị Chiến Tranh, John Wick: Chapter 3 - Parabellum","sát thủ john wick 3 : chuẩn bị chiến tranh , john wick : chapter 3 - parabellum john wick trở thành mục tiêu của giới sát thủ trên toàn cầu với món tiền thưởng kỷ lục 14 triệu đô-la . anh phải vất vả chạy trốn và chống lại những kẻ toan cướp mạng mình . anh đồng thời nhìn ra một con đường sống duy nhất và tìm kiếm những người hiếm hoi có thể giúp mình vượt qua cơn hoạn nạn chết người .",mỹ,"['hành động', 'tội phạm']",chad stahelski,['halle berry' 'ian mcshane' 'keanu reeves' 'laurence fishburne' 'other']
229,"Cơn Bão Kinh Hoàng, The Perfect Storm","cơn bão kinh hoàng , the perfect storm mùa thu năm 1991 , tàu đánh cá andrea gail rời gloucester bang massachusetts để đến nam đại tây dương . trên đường trở về nhà sau khi đánh bắt được 30 tấn cá , các ngư dân trên tàu phải đối mặt với cơn bão biển kinh hoàng nhất trong lịch sử . bộ phim dựa trên câu chuyện có thật , xuất sắc nhận hai đề cử oscar 2001 .",mỹ,"['hành động', 'phiêu lưu', 'tâm lý']",wolfgang petersen,['diane lane' 'george clooney' 'john c . reilly' 'mark wahlberg' 'other']
230,"Avengers 2: Đế Chế Ultron, Avengers: Age of Ultron","avengers 2 : đế chế ultron , avengers : age of ultron trong phần 2 này , khán giả chắc chắn sẽ bất ngờ khi chứng kiến ' iron man ’ tony stark ( robert downey jr . ) sẽ trở thành “ kẻ xấu ” . thực ra , vai phản diện thực sự của phim chính là một con robot mang tên ultron do tony chế tạo . mệt mỏi vì công việc của một nhà sáng chế , doanh nhân và cả trách nhiệm của một siêu anh hùng , anh đã quyết định tạo ra ultron để thay mình bảo vệ thế giới . nhưng ý tưởng đã thất bại , ultron trở nên mất kiểm soát và biến thành một cỗ máy sát nhân máu lạnh . khi hòa bình lại bị đe dọa , đó cũng là lúc biệt đội avengers phải trở lại và ra tay .",mỹ,"['hành động', 'viễn tưởng']",joss whedon,['chris evans' 'chris hemsworth' 'mark ruffalo' 'robert downey jr .']
231,"Kỷ Nguyên Elysium, Elysium","kỷ nguyên elysium , elysium năm 2154 , khi thế giới loài người bị chia ra làm hai nửa - những người giàu có được sống trên trạm vũ trụ xa hoa có tên elysium , trong khi phần còn lại phải sống dưới mặt đất ngày càng đông đúc , cằn cỗi và ô nhiễm . max , một công nhân nghèo mắc bệnh nan y , cách duy nhất để thoát nạn là anh phải đột nhập vào trạm không gian elysium , nơi có những thiết bị y tế tối tân . hành trình giành lại sự sống của max liệu sẽ thành công ? elysium - kỷ nguyên elysium , phim kỷ nguyên elysium , xem phim kỷ nguyên elysium , xem phim kỷ nguyên elysium thuyet minh , xem phim kỷ nguyên elysium full vietsub , xem phim kỷ nguyên elysium full hd thuyet minh , phim hàng động mỹ kỷ nguyên elysium",mỹ,"['hành động', 'phiêu lưu']",neill blomkamp,['jodie foster' 'matt damon' 'other' 'sharlto copley']
232,"Kẻ Săn Hỏa Tiễn, Rocket Hunter","kẻ săn hỏa tiễn , rocket hunter một phi công b-17 của mỹ đã tình nguyện lái chiếc messerschmitt 109 bay qua trung tâm nước đức để cố gắng ngăn chặn người dân london khỏi bị khủng bố bởi tên lửa v-2 trong thế chiến ii . phim mang đến câu chuyện về người phi công tuyệt vời này và anh trai của anh ta từ khi họ còn là những thiếu niên mơ ước được bay lên bầu trời cho đến những ngày đen tối của tháng 1 năm 1945 .",mỹ,['hành động'],christopher forbes,['other']
233,"Biệt Đội Hành Động, The A-Team","biệt đội hành động , the a-team bộ phim kể về biệt đội đặc biệt gồm bốn người lính siêu hạng : thủ lĩnh hannibal , trung úy baracus , quinton jackson và viên phi công murdock . sau 8 năm sát cánh bên nhau với hơn 80 nhiệm vụ lớn nhỏ tại nhiều chiến trường trên thế giới , biệt đội bất ngờ bị cia bắt giữ về những tội lỗi mà họ không hề phạm phải . giờ đây , bốn người chỉ còn cách thoát thân để chứng minh sự trong sạch của mình và tìm ra kẻ thù đứng đằng sau âm mưu thâm độc này ... một bộ phim hành động liên hoàn đậm chất giải trí !",mỹ,"['hành động', 'hài hước']",joe carnahan,['bradley cooper' 'jessica biel' 'liam neeson']
234,"Kỳ Phùng Địch Thủ, Heat","kỳ phùng địch thủ , heat vincent là người săn đuổi tội phạm , không chỉ là trách nhiệm , còn hơn thế , nó như chất kích thích ăn sâu vào trong bộ óc , chảy trong mạch máu , là niềm đam mê khiến anh sống . neil là kẻ phạm tội , là kẻ dùng sự thông minh của mình để kiếm tiền bất hợp pháp , và nó cũng là niềm đam mê của anh . vincent và neil , người săn và kẻ bị săn . thù địch mà cũng là bạn , bởi : họ giống nhau . họ gặp nhau đúng hai lần trong phim , lần đầu để tìm hiểu nhau , và lần hai là để giết nhau . vincent và neil , khác mà giống , khác trong mục đích và niềm đam mê của cuộc sống , nhưng giống bởi khi bỏ qua tất cả , họ vẫn trắng tay .",mỹ,"['hành động', 'tâm lý', 'tội phạm']",michael mann,"['al pacino' 'jon voight' 'natalie portman' 'other' 'robert de niro'
 'tom sizemore' 'val kilmer']"
235,"Tòa Tháp Bóng Đêm, The Dark Tower","tòa tháp bóng đêm , the dark tower sau khi bố qua đời , jake chambers luôn nằm mơ thấy người mặc áo đen và một xạ thủ tên roland . lo lắng cho sức khỏe tâm thần của con , mẹ cậu định đưa cậu vào bệnh viện tâm thần . nhưng khi phát hiện những kẻ đến đưa mình đi có ý đồ xấu xa , jake bỏ trốn và bắt đầu dấn thân vào cuộc phiêu lưu đến một xứ sở song song , nơi có tòa tháp bóng đêm và hai nhân vật mà cậu luôn thấy trong mơ . the dark tower - tòa tháp bóng đêm , phim tòa tháp bóng đêm , xem phim tòa tháp bóng đêm , xem phim tòa tháp bóng đêm thuyết minh , xem phim tòa tháp bóng đêm vietsub , phim tòa tháp bóng đêm full hd , phim , phim hành động mỹ tòa tháp bóng đêm , phim kinh dị mỹ tòa tháp bóng đêm",mỹ,"['hành động', 'phiêu lưu', 'kinh dị']",nikolaj arcel,['idris elba' 'matthew mcconaughey' 'other']
236,"Năm Anh Em Siêu Nhân, Power Rangers","năm anh em siêu nhân , power rangers bối cảnh 65 triệu năm sau cuộc chiến bảo vệ trái đất của nhóm siêu nhân đầu tiên trước kẻ phản bội rita repulsa . một nhóm học sinh cá biệt ở angel grove tình cờ khám phá ra sức mạnh cổ đại giúp họ chống lại thế lực tà ác đang dần thức tỉnh và quyết định dùng năng lực mới này để giải cứu thế giới .",mỹ,"['hành động', 'viễn tưởng']",dean israelite,['becky g' 'elizabeth banks' 'naomi scott' 'other']
